 PENTAD       20E      70E      80E     100E     120E     140E     160E     120W      40W      10W
19950217     0.53    -0.09    -0.23    -0.57    -0.74    -0.69    -0.22     0.35     0.68     0.79
19950222    -0.82    -0.62    -0.52    -0.09     0.33     0.72     0.80     0.42    -0.03    -0.49
19950227    -0.23    -1.41    -1.47    -1.62    -1.32    -0.48     0.86     1.61     1.62     1.07
19950304     1.43     0.24    -0.09    -0.95    -1.51    -1.68    -0.93     0.29     1.16     1.67
19950309     1.08     1.65     1.70     1.26     0.53    -0.52    -1.53    -1.58    -1.04    -0.15
19950314    -0.44     0.54     0.73     1.12     1.19     0.87    -0.03    -0.83    -1.16    -1.11
19950319    -1.04    -0.24     0.11     0.60     0.95     1.06     0.61    -0.17    -0.74    -1.12
19950324    -0.94    -1.16    -0.96    -0.66    -0.17     0.50     1.08     1.01     0.57    -0.10
19950329     0.40    -0.63    -0.81    -1.19    -1.23    -0.86     0.10     0.93     1.24     1.14
19950403     0.41    -0.07    -0.17    -0.44    -0.59    -0.56    -0.20     0.26     0.53     0.62
19950408     0.83     0.64     0.53     0.11    -0.31    -0.73    -0.82    -0.44     0.02     0.48
19950413     0.40     1.08     1.16     1.06     0.71     0.04    -0.82    -1.15    -0.99    -0.50
19950418    -1.13    -0.28     0.08     0.68     1.09     1.23     0.72    -0.16    -0.80    -1.23
19950423    -1.14    -0.76    -0.40     0.08     0.56     0.97     0.96     0.42    -0.17    -0.76
19950428    -1.48    -0.75    -0.46     0.37     1.05     1.51     1.23     0.28    -0.57    -1.26
19950503    -2.07    -1.92    -1.62    -0.67     0.41     1.57     2.14     1.45     0.37    -0.89
19950508    -1.21    -2.11    -2.09    -1.73    -0.92     0.36     1.78     2.07     1.53     0.45
19950513     1.12    -0.27    -0.68    -1.43    -1.77    -1.58    -0.46     0.82     1.52     1.75
19950518     1.51     1.73     1.48     0.87     0.06    -0.98    -1.73    -1.44    -0.69     0.33
19950523    -0.28     1.22     1.71     1.97     1.74     0.91    -0.62    -1.66    -1.89    -1.53
19950528    -1.12    -0.39     0.02     0.59     0.99     1.17     0.74    -0.06    -0.68    -1.11
19950602    -0.63    -0.57    -0.47    -0.17     0.16     0.50     0.65     0.43     0.09    -0.29
19950607    -1.08    -0.65    -0.44     0.12     0.61     0.99     0.92     0.34    -0.26    -0.80
19950612    -1.10    -0.81    -0.59    -0.05     0.48     0.94     1.00     0.49    -0.10    -0.69
19950617    -0.79    -1.02    -0.94    -0.61    -0.15     0.47     0.99     0.91     0.52    -0.06
19950622    -0.70    -0.32    -0.22     0.21     0.54     0.75     0.58     0.10    -0.31    -0.63
19950627    -1.20    -0.65    -0.44     0.22     0.78     1.17     1.00     0.28    -0.40    -0.98
19950702    -1.71    -1.48    -1.36    -0.45     0.48     1.41     1.77     1.09     0.15    -0.86
19950707    -0.92    -1.52    -1.43    -1.17    -0.60     0.31     1.29     1.47     1.06     0.26
19950712     0.97     0.50     0.38    -0.20    -0.67    -1.00    -0.85    -0.23     0.34     0.81
19950717    -0.06     0.38     0.31     0.52     0.54     0.35    -0.11    -0.47    -0.58    -0.47
19950722    -1.40    -0.48    -0.20     0.64     1.24     1.53     1.03    -0.02    -0.84    -1.41
19950727    -1.48    -1.28    -1.13    -0.37     0.42     1.23     1.54     0.96     0.14    -0.74
19950801    -2.62    -2.24    -1.88    -0.60     0.75     2.12     2.64     1.62     0.21    -1.33
19950806    -1.66    -1.65    -1.41    -0.66     0.23     1.22     1.79     1.30     0.44    -0.61
19950811    -2.11    -1.46    -1.12     0.00     1.03     1.92     1.94     0.86    -0.30    -1.42
19950816    -2.22    -1.38    -1.03     0.20     1.27     2.12     1.99     0.75    -0.51    -1.64
19950821    -2.21    -1.68    -1.27    -0.20     0.87     1.87     2.08     1.09    -0.09    -1.31
19950826    -1.72    -1.96    -1.75    -1.05    -0.10     1.09     1.98     1.67     0.80    -0.38
19950831    -0.36    -1.17    -1.26    -1.26    -0.92    -0.21     0.82     1.30     1.18     0.67
19950905     0.35    -0.03    -0.18    -0.39    -0.49    -0.47    -0.17     0.19     0.41     0.49
19950910    -0.53    -0.09     0.01     0.34     0.55     0.61     0.34    -0.11    -0.43    -0.62
19950915    -1.30    -0.92    -0.76    -0.09     0.56     1.13     1.21     0.59    -0.13    -0.83
19950920    -0.06    -0.19    -0.11    -0.19    -0.18    -0.10     0.07     0.19     0.20     0.13
19950925    -0.30    -0.49    -0.43    -0.37    -0.20     0.08     0.39     0.45     0.32     0.07
19950930    -0.96    -1.07    -1.04    -0.59    -0.03     0.64     1.12     0.92     0.42    -0.24
19951005    -0.34    -0.22    -0.24    -0.02     0.17     0.32     0.33     0.14    -0.06    -0.25
19951010    -0.29     0.60     0.66     1.02     1.06     0.73    -0.11    -0.82    -1.07    -0.97
19951015    -0.97    -0.42    -0.17     0.35     0.76     1.00     0.75     0.10    -0.45    -0.88
19951020    -0.79    -0.71    -0.64    -0.24     0.19     0.64     0.84     0.55     0.11    -0.37
19951025    -0.66    -0.44    -0.35     0.01     0.35     0.62     0.62     0.27    -0.11    -0.46
19951030    -0.62    -1.07    -1.06    -0.87    -0.46     0.19     0.90     1.04     0.77     0.22
19951104     0.10    -0.94    -1.12    -1.33    -1.19    -0.61     0.46     1.18     1.31     1.03
19951109    -0.47    -0.70    -0.84    -0.58    -0.23     0.24     0.69     0.69     0.44     0.05
19951114    -0.43    -0.71    -0.82    -0.62    -0.30     0.17     0.65     0.71     0.50     0.12
19951119    -0.05    -0.61    -0.87    -0.84    -0.64    -0.22     0.41     0.75     0.74     0.50
19951124     0.85     0.39     0.08    -0.33    -0.66    -0.86    -0.65    -0.10     0.36     0.74
19951129    -0.12     0.40     0.47     0.62     0.59     0.33    -0.18    -0.56    -0.65    -0.55
19951204    -0.34     0.21     0.29     0.55     0.64     0.51     0.05    -0.42    -0.64    -0.66
19951209     0.37     1.17     1.18     1.18     0.85     0.13    -0.85    -1.28    -1.15    -0.65
19951214     0.12     1.09     1.29     1.34     1.06     0.36    -0.72    -1.30    -1.29    -0.87
19951219    -0.19     0.46     0.57     0.78     0.77     0.48    -0.15    -0.65    -0.81    -0.71
19951224    -0.56    -0.13    -0.07     0.31     0.58     0.67     0.42    -0.06    -0.41    -0.63
19951229    -0.20    -0.34    -0.46    -0.30    -0.11     0.13     0.36     0.37     0.25     0.05
19960103    -0.37    -0.06    -0.06     0.27     0.47     0.53     0.31    -0.07    -0.32    -0.46
19960108    -0.48    -0.60    -0.64    -0.37    -0.04     0.35     0.65     0.56     0.30    -0.07
19960113    -0.51    -0.19    -0.13     0.21     0.46     0.60     0.45     0.05    -0.26    -0.50
19960118    -1.11    -1.03    -0.94    -0.39     0.23     0.89     1.23     0.85     0.24    -0.47
19960123    -0.09    -0.72    -0.84    -0.93    -0.75    -0.28     0.47     0.90     0.90     0.61
19960128     0.40    -0.19    -0.38    -0.65    -0.73    -0.60    -0.09     0.42     0.67     0.71
19960202    -0.39    -0.80    -0.94    -0.74    -0.39     0.13     0.71     0.83     0.64     0.23
19960207    -0.51    -0.73    -0.80    -0.56    -0.20     0.27     0.71     0.70     0.43     0.01
19960212    -0.96    -0.72    -0.67    -0.13     0.39     0.86     0.96     0.49    -0.06    -0.60
19960217    -1.08    -0.88    -0.77    -0.20     0.37     0.93     1.11     0.65     0.05    -0.59
19960222    -0.77    -1.13    -1.04    -0.80    -0.35     0.33     1.01     1.07     0.72     0.10
19960227    -0.12    -0.20    -0.17    -0.17    -0.11     0.00     0.15     0.19     0.16     0.05
19960304     0.53     0.83     0.94     0.68     0.28    -0.28    -0.80    -0.81    -0.52    -0.08
19960309     0.01     0.86     1.09     1.18     0.98     0.41    -0.51    -1.06    -1.11    -0.81
19960314    -1.62    -0.16     0.28     1.27     1.88     1.96     0.96    -0.50    -1.48    -2.00
19960319    -1.97    -1.73    -1.37    -0.49     0.50     1.55     2.00     1.28     0.25    -0.92
19960324    -1.37    -1.99    -1.83    -1.36    -0.54     0.67     1.82     1.85     1.20     0.12
19960329    -0.86    -2.01    -2.17    -1.92    -1.19     0.07     1.63     2.15     1.78     0.81
19960403     0.85    -0.31    -0.64    -1.21    -1.44    -1.24    -0.28     0.77     1.31     1.44
19960408     1.09     0.77     0.50    -0.02    -0.52    -0.97    -0.99    -0.45     0.14     0.70
19960413     0.10     0.62     0.71     0.71     0.54     0.14    -0.43    -0.72    -0.69    -0.45
19960418    -1.30    -0.86    -0.63     0.01     0.62     1.15     1.17     0.52    -0.19    -0.88
19960423    -0.97    -1.25    -1.05    -0.77    -0.26     0.46     1.12     1.10     0.66    -0.05
19960428    -0.06    -0.77    -0.88    -0.97    -0.80    -0.32     0.46     0.92     0.95     0.67
19960503     0.31    -0.33    -0.57    -0.79    -0.80    -0.57     0.05     0.58     0.78     0.74
19960508     1.63     1.16     0.93     0.05    -0.77    -1.48    -1.53    -0.70     0.21     1.07
19960513     0.75     1.38     1.30     1.10     0.61    -0.21    -1.14    -1.35    -1.02    -0.34
19960518    -0.28     0.78     0.99     1.28     1.22     0.73    -0.28    -1.05    -1.28    -1.10
19960523    -1.18    -0.39    -0.18     0.50     1.01     1.25     0.86     0.00    -0.69    -1.19
19960528    -1.39    -1.12    -0.82    -0.22     0.44     1.09     1.31     0.76     0.05    -0.74
19960602    -1.55    -1.96    -1.74    -1.15    -0.29     0.88     1.86     1.71     0.96    -0.15
19960607    -2.22    -2.95    -2.66    -1.83    -0.55     1.20     2.74     2.61     1.54    -0.10
19960612    -1.53    -2.45    -2.31    -1.84    -0.89     0.58     2.12     2.32     1.63     0.36
19960617     0.38    -0.32    -0.44    -0.78    -0.87    -0.69    -0.06     0.55     0.83     0.83
19960622     0.25     0.52     0.51     0.47     0.30    -0.02    -0.40    -0.51    -0.41    -0.16
19960627    -1.09     0.37     0.61     1.48     1.87     1.67     0.45    -0.92    -1.65    -1.85
19960702    -2.59    -2.02    -1.68    -0.31     1.02     2.25     2.52     1.34    -0.07    -1.52
19960707    -2.29    -2.54    -2.15    -1.24    -0.03     1.48     2.55     2.11     0.98    -0.55
19960712    -0.70    -1.47    -1.32    -1.26    -0.83     0.01     1.07     1.44     1.20     0.52
19960717     0.97     0.37     0.17    -0.39    -0.82    -1.06    -0.76    -0.06     0.52     0.94
19960722     0.72     0.43     0.12    -0.18    -0.45    -0.66    -0.57    -0.18     0.20     0.54
19960727     0.41    -0.01    -0.22    -0.47    -0.59    -0.55    -0.19     0.23     0.48     0.57
19960801     0.67     0.30     0.34    -0.16    -0.53    -0.78    -0.62    -0.12     0.31     0.62
19960806     0.16     0.77     0.82     0.89     0.71     0.24    -0.50    -0.89    -0.87    -0.55
19960811    -1.10     0.19     0.44     1.27     1.67     1.56     0.53    -0.72    -1.43    -1.68
19960816    -1.98    -1.38    -1.00     0.02     0.96     1.78     1.80     0.80    -0.28    -1.31
19960821    -1.41    -1.75    -1.45    -0.96    -0.21     0.80     1.64     1.49     0.83    -0.17
19960826    -1.33    -1.73    -1.57    -1.04    -0.26     0.77     1.64     1.52     0.87    -0.10
19960831    -0.72    -1.06    -0.99    -0.74    -0.31     0.33     0.94     0.97     0.64     0.07
19960905    -0.44    -0.76    -0.74    -0.61    -0.33     0.13     0.64     0.74     0.55     0.16
19960910    -0.14    -1.11    -1.20    -1.38    -1.16    -0.48     0.65     1.32     1.35     0.92
19960915     0.57    -0.29    -0.46    -0.91    -1.09    -0.91    -0.18     0.59     0.97     1.05
19960920     0.67     0.55     0.48     0.13    -0.22    -0.57    -0.68    -0.40    -0.02     0.37
19960925    -0.12     0.17     0.19     0.31     0.33     0.22    -0.05    -0.29    -0.38    -0.34
19960930    -0.43    -0.67    -0.72    -0.52    -0.22     0.20     0.61     0.63     0.41     0.05
19961005    -0.58    -0.39    -0.36     0.01     0.32     0.57     0.55     0.21    -0.12    -0.42
19961010    -1.08    -0.49    -0.27     0.34     0.81     1.11     0.85     0.13    -0.48    -0.97
19961015    -1.12    -0.83    -0.63    -0.08     0.45     0.95     1.04     0.53    -0.07    -0.68
19961020    -0.67    -1.37    -1.41    -1.24    -0.75     0.09     1.10     1.39     1.11     0.44
19961025     0.48    -0.75    -1.03    -1.48    -1.52    -1.06     0.11     1.11     1.48     1.36
19961030     1.14     0.34    -0.06    -0.68    -1.11    -1.29    -0.79     0.09     0.75     1.19
19961104     1.34     0.14    -0.37    -1.15    -1.61    -1.65    -0.78     0.45     1.24     1.65
19961109     1.81     1.63     1.29     0.45    -0.47    -1.45    -1.86    -1.19    -0.23     0.84
19961114    -0.38     1.72     2.01     2.64     2.50     1.45    -0.69    -2.26    -2.67    -2.20
19961119    -1.81    -0.10     0.27     1.46     2.18     2.27     1.10    -0.61    -1.73    -2.32
19961124    -0.91    -0.78    -0.65    -0.23     0.24     0.72     0.93     0.60     0.11    -0.44
19961129     0.17    -0.14    -0.31    -0.36    -0.35    -0.22     0.05     0.27     0.35     0.34
19961204    -0.42    -0.70    -0.92    -0.64    -0.27     0.23     0.71     0.73     0.49     0.10
19961209     0.12    -0.98    -1.35    -1.49    -1.27    -0.61     0.56     1.31     1.42     1.10
19961214     0.98    -0.77    -1.24    -1.96    -2.14    -1.63    -0.07     1.40     2.05     2.05
19961219     1.21    -0.19    -0.54    -1.39    -1.81    -1.70    -0.60     0.74     1.52     1.81
19961224     1.87     1.34     1.15     0.11    -0.87    -1.75    -1.84    -0.88     0.19     1.20
19961229     0.49     1.67     1.83     1.81     1.32     0.27    -1.20    -1.86    -1.70    -0.97
19970103    -0.43     0.60     0.81     1.19     1.23     0.85    -0.09    -0.90    -1.20    -1.13
19970108    -0.43     0.16     0.35     0.61     0.71     0.59     0.12    -0.39    -0.64    -0.71
19970113    -0.92    -1.00    -0.85    -0.47     0.03     0.63     1.05     0.83     0.37    -0.25
19970118     0.22    -0.63    -0.81    -1.01    -0.95    -0.57     0.25     0.87     1.05     0.89
19970123     0.70     0.13     0.00    -0.43    -0.71    -0.81    -0.45     0.15     0.58     0.82
19970128     0.27    -0.11    -0.14    -0.32    -0.41    -0.37    -0.10     0.23     0.41     0.46
19970202     0.36    -0.17    -0.45    -0.61    -0.63    -0.47     0.00     0.43     0.63     0.64
19970207     0.55    -0.51    -0.91    -1.24    -1.25    -0.88     0.08     0.92     1.26     1.21
19970212     0.80    -0.64    -1.08    -1.61    -1.72    -1.28     0.00     1.17     1.69     1.68
19970217     1.20    -0.54    -1.11    -1.87    -2.13    -1.76    -0.29     1.21     1.96     2.11
19970222     1.31     0.08    -0.39    -1.13    -1.56    -1.58    -0.71     0.48     1.25     1.65
19970227     1.79     1.34     1.07     0.14    -0.76    -1.59    -1.73    -0.88     0.11     1.10
19970304     2.27     1.88     1.71     0.46    -0.78    -1.99    -2.36    -1.36    -0.08     1.24
19970309     2.51     2.18     2.01     0.68    -0.69    -2.08    -2.63    -1.64    -0.26     1.25
19970314     1.08     2.31     2.38     2.10     1.28    -0.15    -1.86    -2.39    -1.92    -0.80
19970319    -0.06     1.91     2.17     2.60     2.29     1.13    -1.00    -2.39    -2.61    -1.96
19970324    -2.17     0.31     1.06     2.45     3.12     2.90     0.96    -1.37    -2.70    -3.20
19970329    -3.27    -2.38    -1.85    -0.18     1.42     2.88     3.07     1.50    -0.29    -2.05
19970403    -1.43    -2.23    -2.06    -1.64    -0.79     0.54     1.91     2.08     1.44     0.27
19970408     0.59    -0.27    -0.41    -0.86    -1.05    -0.89    -0.19     0.57     0.96     1.05
19970413     0.61     0.49     0.47     0.12    -0.22    -0.54    -0.63    -0.35     0.00     0.35
19970418    -0.42     0.90     1.22     1.63     1.59     1.02    -0.28    -1.31    -1.64    -1.44
19970423    -1.98    -0.26     0.19     1.47     2.27     2.45     1.29    -0.50    -1.72    -2.40
19970428    -1.27    -1.00    -0.67    -0.12     0.46     1.04     1.19     0.66     0.00    -0.70
19970503     0.17    -0.73    -0.76    -1.06    -1.04    -0.63     0.25     0.92     1.11     0.94
19970508    -0.66    -0.47    -0.47    -0.01     0.37     0.68     0.67     0.28    -0.12    -0.47
19970513    -0.68    -1.08    -1.08    -0.82    -0.37     0.29     0.96     1.02     0.70     0.14
19970518     2.02     0.77     0.36    -0.82    -1.70    -2.18    -1.55    -0.10     1.08     1.94
19970523     2.19     2.93     2.74     1.85     0.54    -1.25    -2.80    -2.64    -1.55     0.09
19970528     1.14     2.70     2.90     2.59     1.65    -0.04    -2.15    -2.86    -2.37    -1.09
19970602     0.11     2.03     2.37     2.66     2.22     0.95    -1.19    -2.48    -2.58    -1.83
19970607    -0.17     1.88     2.17     2.68     2.43     1.28    -0.90    -2.38    -2.67    -2.07
19970612    -1.97     0.68     1.53     2.79     3.28     2.79     0.60    -1.73    -2.94    -3.26
19970617    -1.53    -0.51    -0.10     0.78     1.39     1.69     1.09    -0.07    -0.96    -1.56
19970622    -0.23     0.05     0.15     0.27     0.33     0.30     0.08    -0.16    -0.30    -0.35
19970627    -1.41    -0.97    -0.77    -0.02     0.69     1.31     1.33     0.60    -0.20    -0.95
19970702     0.00    -0.66    -0.69    -0.84    -0.75    -0.37     0.31     0.76     0.83     0.63
19970707     1.42     0.32    -0.02    -0.86    -1.43    -1.63    -0.97     0.17     1.02     1.57
19970712     1.12     0.62     0.37    -0.22    -0.73    -1.10    -0.97    -0.31     0.33     0.88
19970717     0.42     0.38     0.38     0.14    -0.11    -0.36    -0.47    -0.31    -0.08     0.19
19970722     0.91     0.68     0.59     0.08    -0.40    -0.82    -0.89    -0.46     0.05     0.56
19970727     1.35     1.83     1.61     1.15     0.39    -0.70    -1.70    -1.67    -1.03     0.00
19970801     1.40     1.65     1.51     0.90     0.10    -0.91    -1.67    -1.43    -0.72     0.27
19970806     2.01     1.91     1.60     0.71    -0.34    -1.49    -2.11    -1.49    -0.45     0.80
19970811     1.59     2.22     2.19     1.52     0.51    -0.87    -2.12    -2.06    -1.27    -0.02
19970816     0.49     0.93     1.02     0.82     0.43    -0.15    -0.81    -0.95    -0.72    -0.24
19970821     0.13     0.51     0.54     0.56     0.42     0.13    -0.34    -0.58    -0.55    -0.33
19970826     0.72     1.67     1.76     1.58     1.01    -0.02    -1.32    -1.77    -1.48    -0.67
19970831     0.95     1.61     1.51     1.26     0.67    -0.30    -1.37    -1.58    -1.16    -0.32
19970905    -0.03     1.42     1.70     1.95     1.68     0.79    -0.78    -1.77    -1.90    -1.41
19970910    -0.49     0.36     0.68     1.01     1.07     0.82     0.03    -0.70    -1.02    -1.01
19970915     0.23     0.95     0.96     1.03     0.81     0.26    -0.62    -1.07    -1.04    -0.64
19970920    -0.03     1.15     1.25     1.53     1.37     0.70    -0.58    -1.44    -1.58    -1.19
19970925    -0.33     1.04     1.20     1.66     1.64     1.03    -0.34    -1.42    -1.74    -1.48
19970930    -0.11     0.85     1.10     1.27     1.11     0.56    -0.46    -1.13    -1.24    -0.96
19971005     0.02     1.00     1.25     1.38     1.15     0.50    -0.61    -1.27    -1.33    -0.95
19971010    -0.91     0.67     1.16     1.82     1.98     1.52     0.09    -1.27    -1.88    -1.88
19971015    -2.67    -0.48     0.25     1.85     2.87     3.14     1.70    -0.60    -2.19    -3.11
19971020    -0.90    -0.16     0.29     0.69     0.94     0.98     0.47    -0.26    -0.74    -1.02
19971025     0.76     1.24     1.41     1.04     0.46    -0.35    -1.18    -1.27    -0.88    -0.19
19971030    -0.21     0.80     1.05     1.29     1.19     0.68    -0.36    -1.12    -1.31    -1.07
19971104    -0.44     1.05     1.32     1.82     1.80     1.15    -0.33    -1.51    -1.89    -1.64
19971109    -1.22     0.76     1.06     2.12     2.50     2.07     0.33    -1.47    -2.33    -2.42
19971114    -2.83    -0.97    -0.36     1.30     2.50     3.09     2.08    -0.04    -1.69    -2.85
19971119    -1.49    -0.87    -0.54     0.25     0.93     1.46     1.28     0.39    -0.45    -1.16
19971124    -0.49     0.51     0.64     1.13     1.27     0.99     0.06    -0.82    -1.21    -1.18
19971129    -1.15     0.33     0.77     1.55     1.88     1.67     0.47    -0.90    -1.64    -1.86
19971204    -1.69    -1.06    -0.71     0.18     0.96     1.61     1.50     0.54    -0.41    -1.24
19971209    -1.15    -0.65    -0.43     0.20     0.74     1.14     0.98     0.28    -0.38    -0.93
19971214    -1.44    -0.52    -0.13     0.67     1.26     1.55     1.05    -0.01    -0.84    -1.43
19971219    -0.40    -0.34    -0.23    -0.04     0.16     0.36     0.42     0.24     0.03    -0.21
19971224     0.81     0.33     0.20    -0.28    -0.65    -0.87    -0.65    -0.09     0.39     0.76
19971229     0.60     0.56     0.62     0.22    -0.17    -0.55    -0.70    -0.44    -0.09     0.29
19980103     1.09     1.74     1.82     1.38     0.63    -0.47    -1.60    -1.73    -1.19    -0.24
19980108    -0.14     1.98     2.33     2.79     2.50     1.28    -0.97    -2.48    -2.75    -2.11
19980113    -0.78     0.47     0.78     1.39     1.59     1.30     0.19    -0.94    -1.47    -1.52
19980118    -0.15     0.21     0.35     0.49     0.49     0.34    -0.05    -0.38    -0.49    -0.43
19980123     0.54     1.28     1.41     1.32     0.88     0.06    -1.00    -1.41    -1.19    -0.56
19980128    -0.72     0.52     0.95     1.45     1.55     1.18     0.05    -1.01    -1.47    -1.47
19980202    -1.08    -0.16     0.05     0.82     1.29     1.41     0.75    -0.28    -0.97    -1.33
19980207    -2.07    -0.38    -0.08     1.33     2.24     2.53     1.45    -0.37    -1.66    -2.42
19980212    -1.59    -0.70    -0.33     0.55     1.23     1.66     1.25     0.18    -0.73    -1.44
19980217    -0.74    -0.80    -0.82    -0.41     0.04     0.56     0.88     0.66     0.25    -0.24
19980222    -0.37     0.69     0.75     1.22     1.29     0.90    -0.11    -0.99    -1.31    -1.19
19980227    -1.03    -0.15     0.14     0.79     1.19     1.27     0.65    -0.28    -0.89    -1.24
19980304    -0.37     0.52     0.60     1.04     1.14     0.84    -0.02    -0.80    -1.11    -1.03
19980309     0.00     1.19     1.19     1.57     1.45     0.77    -0.54    -1.44    -1.60    -1.20
19980314     0.76     1.49     1.46     1.31     0.79    -0.11    -1.22    -1.55    -1.24    -0.48
19980319     0.25     1.59     1.78     1.91     1.52     0.52    -1.04    -1.90    -1.87    -1.23
19980324    -1.16     0.51     0.90     1.75     2.07     1.76     0.34    -1.17    -1.92    -2.06
19980329    -1.19    -0.09     0.15     0.95     1.42     1.50     0.72    -0.42    -1.16    -1.52
19980403    -1.42    -0.06     0.16     1.17     1.76     1.84     0.88    -0.53    -1.42    -1.86
19980408    -1.59    -0.28    -0.08     1.04     1.75     1.97     1.11    -0.32    -1.32    -1.88
19980413    -0.97    -0.49    -0.39     0.21     0.69     1.01     0.82     0.18    -0.39    -0.85
19980418    -0.22     0.20     0.15     0.43     0.53     0.43     0.04    -0.36    -0.54    -0.52
19980423    -0.17     0.88     0.98     1.31     1.24     0.71    -0.38    -1.18    -1.38    -1.11
19980428    -1.33     0.15     0.44     1.39     1.88     1.80     0.65    -0.80    -1.65    -1.96
19980503    -2.39    -0.85    -0.38     1.06     2.10     2.62     1.79     0.01    -1.39    -2.39
19980508    -2.10    -2.20    -1.84    -0.93     0.18     1.49     2.30     1.76     0.69    -0.67
19980513    -0.59    -2.01    -2.21    -2.13    -1.54    -0.29     1.42     2.18     1.98     1.13
19980518     1.18     0.19    -0.13    -0.83    -1.28    -1.39    -0.74     0.27     0.97     1.39
19980523     0.88     0.61     0.43     0.03    -0.38    -0.74    -0.81    -0.41     0.06     0.55
19980528    -0.16     0.84     0.93     1.23     1.17     0.66    -0.35    -1.09    -1.28    -1.04
19980602    -1.58    -1.02    -0.60     0.14     0.82     1.39     1.31     0.50    -0.33    -1.11
19980607    -0.70    -1.18    -1.00    -0.87    -0.48     0.18     0.92     1.07     0.79     0.22
19980612    -0.26    -0.22    -0.20    -0.04     0.10     0.23     0.25     0.13     0.00    -0.14
19980617    -0.76    -0.19    -0.06     0.44     0.76     0.87     0.51    -0.12    -0.57    -0.85
19980622    -1.01    -1.63    -1.61    -1.23    -0.56     0.43     1.44     1.54     1.07     0.22
19980627    -1.23    -1.56    -1.44    -0.95    -0.24     0.69     1.48     1.35     0.75    -0.13
19980702    -0.95    -1.18    -1.03    -0.65    -0.12     0.57     1.11     0.97     0.51    -0.15
19980707    -0.99    -1.11    -1.02    -0.56     0.00     0.67     1.14     0.92     0.41    -0.26
19980712    -1.05    -1.14    -0.95    -0.53     0.02     0.68     1.13     0.91     0.39    -0.29
19980717    -1.52    -1.68    -1.36    -0.75     0.03     0.99     1.65     1.33     0.59    -0.40
19980722    -0.97    -1.73    -1.64    -1.36    -0.74     0.28     1.41     1.64     1.23     0.37
19980727    -0.78    -1.39    -1.33    -1.10    -0.60     0.23     1.14     1.33     1.00     0.31
19980801    -0.35    -0.49    -0.44    -0.33    -0.13     0.14     0.41     0.41     0.26     0.01
19980806    -0.43    -0.23    -0.22     0.07     0.30     0.45     0.38     0.09    -0.17    -0.36
19980811    -1.28    -1.05    -0.78    -0.18     0.43     1.05     1.22     0.69     0.01    -0.70
19980816    -1.79    -1.96    -1.69    -0.93     0.03     1.20     1.99     1.59     0.69    -0.49
19980821    -1.59    -2.05    -1.80    -1.20    -0.31     0.91     1.94     1.80     1.04    -0.12
19980826    -0.70    -0.71    -0.65    -0.27     0.13     0.56     0.77     0.53     0.16    -0.28
19980831    -0.67     0.07     0.20     0.72     0.98     0.95     0.35    -0.39    -0.83    -0.99
19980905    -0.91     0.17     0.43     1.08     1.39     1.26     0.38    -0.66    -1.23    -1.42
19980910    -0.80    -0.53    -0.42     0.01     0.40     0.72     0.71     0.29    -0.15    -0.56
19980915    -1.37    -1.70    -1.52    -1.01    -0.25     0.76     1.62     1.49     0.82    -0.16
19980920    -0.84    -1.93    -1.82    -1.77    -1.21    -0.08     1.40     1.96     1.67     0.78
19980925    -0.57    -1.83    -1.77    -1.86    -1.42    -0.36     1.19     1.93     1.80     1.03
19980930     0.11    -1.48    -1.66    -2.06    -1.88    -0.99     0.69     1.84     2.06     1.60
19981005     0.90    -0.41    -0.72    -1.37    -1.63    -1.38    -0.30     0.86     1.45     1.59
19981010     0.13    -0.06    -0.09    -0.18    -0.22    -0.20    -0.06     0.10     0.18     0.21
19981015     0.27    -0.31    -0.52    -0.72    -0.73    -0.51     0.05     0.52     0.70     0.66
19981020    -0.15    -0.34    -0.44    -0.37    -0.22     0.01     0.28     0.35     0.27     0.11
19981025    -0.38    -0.73    -0.83    -0.66    -0.35     0.11     0.63     0.74     0.56     0.19
19981030     0.38    -0.44    -0.73    -0.98    -0.98    -0.69     0.06     0.70     0.95     0.91
19981104    -0.39    -0.29    -0.42    -0.11     0.16     0.38     0.43     0.21    -0.04    -0.27
19981109     0.07    -0.79    -0.92    -1.16    -1.06    -0.60     0.33     0.97     1.11     0.87
19981114     1.16     0.42     0.14    -0.54    -1.04    -1.29    -0.89    -0.04     0.65     1.14
19981119     1.04     1.17     1.01     0.53    -0.06    -0.77    -1.24    -0.99    -0.45     0.26
19981124     0.39     0.68     0.60     0.48     0.24    -0.16    -0.58    -0.65    -0.47    -0.14
19981129     0.23     0.84     0.87     0.86     0.62     0.10    -0.62    -0.94    -0.85    -0.49
19981204    -1.06    -0.88    -0.74    -0.26     0.27     0.82     1.04     0.65     0.09    -0.54
19981209    -0.60    -1.50    -1.61    -1.52    -1.03    -0.09     1.14     1.62     1.38     0.67
19981214     0.68     0.01    -0.15    -0.63    -0.89    -0.90    -0.40     0.27     0.70     0.90
19981219     0.33     0.50     0.37     0.30     0.13    -0.14    -0.42    -0.45    -0.31    -0.05
19981224    -0.27    -0.20    -0.17    -0.05     0.09     0.21     0.25     0.14    -0.01    -0.16
19981229    -0.50    -0.60    -0.58    -0.38    -0.09     0.28     0.58     0.51     0.26    -0.09
19990103    -0.28     0.31     0.23     0.56     0.69     0.54     0.04    -0.47    -0.70    -0.70
