 PENTAD       20E      70E      80E     100E     120E     140E     160E     120W      40W      10W
20110113     1.45     0.69     0.39    -0.39    -1.03    -1.46    -1.17    -0.23     0.59     1.25
20110118     0.68     1.48     1.50     1.33     0.82    -0.10    -1.19    -1.52    -1.23    -0.53
20110123     0.05     0.66     0.84     0.86     0.67     0.23    -0.44    -0.80    -0.80    -0.55
20110128    -0.51    -0.64    -0.68    -0.43    -0.10     0.32     0.66     0.59     0.32    -0.07
20110202    -0.42    -0.98    -1.00    -0.95    -0.65    -0.06     0.72     1.01     0.86     0.40
20110207    -0.59    -0.92    -0.94    -0.73    -0.35     0.22     0.82     0.90     0.62     0.12
20110212    -0.86    -1.39    -1.35    -1.08    -0.52     0.35     1.25     1.37     0.97     0.22
20110217    -0.09    -0.41    -0.55    -0.54    -0.39    -0.10     0.33     0.53     0.50     0.30
20110222     0.95     0.24     0.12    -0.56    -1.00    -1.19    -0.72     0.11     0.71     1.07
20110227    -0.52    -0.77    -0.80    -0.63    -0.29     0.19     0.70     0.77     0.53     0.09
20110304    -0.23    -0.34    -0.24    -0.23    -0.13     0.05     0.26     0.32     0.24     0.05
20110309    -0.92    -0.20    -0.12     0.50     0.92     1.08     0.68    -0.09    -0.65    -1.02
20110314    -1.47    -1.29    -1.09    -0.43     0.32     1.11     1.49     1.00     0.24    -0.66
20110319    -0.50    -0.92    -0.87    -0.79    -0.48     0.07     0.73     0.91     0.71     0.24
20110324     0.75    -1.08    -1.56    -2.22    -2.26    -1.55     0.21     1.69     2.23     2.06
20110329     0.84    -0.36    -0.80    -1.34    -1.51    -1.24    -0.21     0.85     1.36     1.46
20110403     1.52     0.98     0.69    -0.13    -0.86    -1.46    -1.39    -0.54     0.32     1.09
20110408     0.46     0.80     0.73     0.61     0.32    -0.15    -0.66    -0.76    -0.56    -0.16
20110413     0.68     0.76     0.74     0.40    -0.01    -0.51    -0.84    -0.67    -0.29     0.17
20110418     0.13     0.28     0.34     0.24     0.12    -0.08    -0.27    -0.29    -0.21    -0.09
20110423    -0.65    -0.43    -0.22     0.03     0.29     0.51     0.52     0.23    -0.10    -0.43
20110428    -0.83    -1.60    -1.55    -1.38    -0.83     0.12     1.27     1.59     1.25     0.46
20110503     1.50    -0.25    -0.67    -1.73    -2.25    -2.10    -0.73     0.93     1.89     2.25
20110508     1.85     1.49     1.25     0.27    -0.69    -1.62    -1.85    -1.02     0.00     1.04
20110513     0.66     1.79     1.83     1.77     1.24     0.16    -1.28    -1.87    -1.65    -0.86
20110518    -0.77     0.19     0.42     0.95     1.19     1.07     0.33    -0.55    -1.04    -1.21
20110523    -0.68    -1.04    -0.91    -0.76    -0.39     0.21     0.86     0.97     0.69     0.13
20110528     0.75    -0.24    -0.37    -0.98    -1.25    -1.13    -0.33     0.59     1.10     1.25
20110602    -0.03     0.21     0.13     0.28     0.33     0.24     0.01    -0.21    -0.29    -0.26
20110607    -0.59    -1.12    -1.03    -0.97    -0.61     0.05     0.87     1.13     0.90     0.34
20110612     0.60    -1.09    -1.33    -2.02    -2.09    -1.43     0.21     1.58     2.06     1.87
20110617     0.72     0.48     0.21    -0.08    -0.36    -0.61    -0.58    -0.23     0.12     0.47
20110622    -0.07    -0.14    -0.06    -0.12    -0.11    -0.06     0.07     0.14     0.13     0.06
20110627     0.11    -0.54    -0.50    -0.74    -0.74    -0.46     0.17     0.67     0.81     0.67
20110702     0.02    -0.13    -0.15    -0.18    -0.16    -0.09     0.06     0.16     0.18     0.14
20110707     0.16     0.30     0.41     0.28     0.12    -0.09    -0.30    -0.30    -0.20    -0.05
20110712    -1.19    -0.23     0.03     0.79     1.27     1.41     0.77    -0.27    -0.98    -1.40
20110717    -0.49    -0.89    -0.70    -0.67    -0.42     0.05     0.66     0.85     0.68     0.24
20110722     1.03    -0.17    -0.22    -1.11    -1.58    -1.55    -0.61     0.60     1.32     1.58
20110727     0.38     0.52     0.46     0.31     0.08    -0.23    -0.49    -0.47    -0.28     0.00
20110801    -0.30     0.00     0.10     0.26     0.36     0.36     0.17    -0.10    -0.27    -0.38
20110806     0.39     0.16     0.25    -0.09    -0.34    -0.49    -0.38    -0.06     0.21     0.39
20110811    -0.31     0.08     0.33     0.46     0.49     0.39     0.05    -0.29    -0.45    -0.48
20110816    -1.42    -0.91    -0.53     0.16     0.79     1.30     1.23     0.48    -0.29    -1.01
20110821    -1.06    -0.60    -0.37     0.19     0.68     1.03     0.91     0.28    -0.31    -0.83
20110826    -1.90    -2.00    -1.78    -0.95     0.09     1.31     2.12     1.66     0.68    -0.58
20110831    -0.06    -0.85    -0.77    -1.01    -0.93    -0.46     0.41     0.98     1.07     0.78
20110905     0.17    -0.65    -0.67    -0.96    -0.96    -0.60     0.20     0.83     1.02     0.86
20110910    -0.40    -0.90    -0.94    -0.85    -0.54     0.03     0.73     0.97     0.80     0.36
20110915    -0.28    -0.48    -0.40    -0.36    -0.21     0.06     0.37     0.45     0.34     0.10
20110920     0.72    -0.48    -0.74    -1.31    -1.49    -1.21    -0.15     0.90     1.40     1.43
20110925     0.46    -0.43    -0.55    -1.00    -1.14    -0.90    -0.08     0.71     1.06     1.05
20110930     1.27     0.39     0.18    -0.64    -1.22    -1.49    -0.97     0.05     0.83     1.34
20111005     0.66     0.66     0.59     0.28    -0.09    -0.51    -0.74    -0.54    -0.18     0.24
20111010    -0.31     0.60     0.69     1.05     1.09     0.73    -0.13    -0.86    -1.12    -1.02
20111015    -2.07    -0.56    -0.03     1.18     2.01     2.33     1.42    -0.22    -1.42    -2.22
20111020    -3.28    -2.36    -1.82    -0.15     1.45     2.89     3.08     1.50    -0.30    -2.08
20111025    -1.60    -2.09    -1.69    -1.20    -0.37     0.83     1.88     1.80     1.07    -0.08
20111030    -0.73    -2.00    -2.11    -1.96    -1.32    -0.08     1.51     2.12     1.84     0.95
20111104    -0.07    -1.67    -1.90    -2.18    -1.86    -0.83     0.93     2.02     2.13     1.53
20111109     1.39     0.89     0.63    -0.08    -0.73    -1.27    -1.22    -0.48     0.29     1.00
20111114     0.17     0.55     0.65     0.60     0.41     0.05    -0.42    -0.61    -0.54    -0.29
20111119    -1.24    -0.92    -0.60    -0.01     0.56     1.08     1.14     0.56    -0.10    -0.77
20111124    -1.97    -2.44    -2.20    -1.39    -0.27     1.21     2.39     2.12     1.14    -0.26
20111129    -0.45    -2.11    -2.43    -2.45    -1.86    -0.52     1.45     2.44     2.32     1.45
20111204     1.39    -0.46    -0.98    -1.94    -2.34    -2.04    -0.52     1.16     2.05     2.29
20111209     1.21     0.33     0.06    -0.69    -1.19    -1.40    -0.86     0.12     0.84     1.30
20111214     0.32    -0.24    -0.42    -0.62    -0.66    -0.50    -0.01     0.44     0.64     0.65
20111219     0.05    -0.71    -0.87    -1.00    -0.88    -0.44     0.35     0.88     0.97     0.74
20111224     0.39    -0.99    -1.29    -1.69    -1.64    -1.02     0.32     1.36     1.69     1.47
20111229     0.82     0.14    -0.08    -0.58    -0.90    -1.00    -0.56     0.14     0.64     0.94
20120103     0.29     0.46     0.44     0.34     0.14    -0.16    -0.45    -0.46    -0.31    -0.06
20120108     0.50     0.23     0.10    -0.17    -0.40    -0.54    -0.43    -0.11     0.19     0.43
20120113     0.33    -0.24    -0.47    -0.66    -0.70    -0.52    -0.03     0.44     0.64     0.66
20120118     0.02    -0.50    -0.57    -0.69    -0.61    -0.31     0.25     0.61     0.68     0.52
20120123     0.37    -0.32    -0.53    -0.80    -0.86    -0.65    -0.03     0.55     0.81     0.80
20120128     0.97     0.79     0.74     0.20    -0.34    -0.88    -1.04    -0.60    -0.03     0.54
20120202     1.83     1.63     1.45     0.55    -0.43    -1.47    -1.94    -1.27    -0.27     0.85
20120207     0.39     2.22     2.38     2.57     2.06     0.71    -1.40    -2.55    -2.53    -1.65
20120212    -0.81     0.46     0.63     1.27     1.51     1.25     0.21    -0.89    -1.44    -1.53
20120217    -1.59    -1.16    -1.04    -0.21     0.61     1.35     1.51     0.77    -0.11    -0.99
20120222    -1.39    -1.40    -1.27    -0.61     0.16     1.02     1.52     1.11     0.38    -0.51
20120227    -1.35    -1.74    -1.63    -1.09    -0.30     0.77     1.67     1.55     0.89    -0.10
20120304    -0.27    -2.36    -2.76    -2.95    -2.38    -0.90     1.46     2.80     2.82     1.92
20120309     0.60    -1.41    -1.85    -2.46    -2.40    -1.51     0.45     1.99     2.48     2.16
20120314     1.07    -0.23    -0.60    -1.30    -1.63    -1.50    -0.49     0.71     1.40     1.64
20120319     2.49     1.96     1.49     0.28    -0.93    -2.11    -2.39    -1.29     0.05     1.43
20120324     1.02     1.50     1.43     1.03     0.39    -0.52    -1.36    -1.37    -0.88    -0.08
20120329     0.61     0.39     0.40    -0.01    -0.36    -0.64    -0.62    -0.26     0.12     0.45
20120403     1.42     1.67     1.42     0.88     0.11    -0.88    -1.63    -1.42    -0.72     0.26
20120408    -0.08     1.37     1.43     1.82     1.67     0.89    -0.62    -1.66    -1.88    -1.45
20120413    -1.04    -0.07     0.24     0.86     1.24     1.27     0.59    -0.36    -0.98    -1.31
20120418    -0.89    -1.30    -1.23    -0.92    -0.37     0.42     1.19     1.22     0.79     0.08
20120423     0.72    -0.28    -0.53    -1.06    -1.27    -1.09    -0.26     0.64     1.11     1.23
20120428     1.03     0.65     0.40    -0.08    -0.53    -0.91    -0.88    -0.35     0.21     0.72
20120503     0.78     0.36     0.15    -0.27    -0.59    -0.80    -0.61    -0.09     0.35     0.69
20120508     1.29     0.78     0.59    -0.15    -0.79    -1.28    -1.17    -0.42     0.33     0.97
20120513     1.45     0.98     0.75    -0.01    -0.72    -1.33    -1.34    -0.59     0.21     0.97
20120518     1.09     1.04     0.92     0.41    -0.17    -0.82    -1.17    -0.83    -0.26     0.42
20120523     0.28     0.22     0.20     0.02    -0.13    -0.28    -0.29    -0.14     0.02     0.17
20120528     0.41    -0.21    -0.17    -0.61    -0.82    -0.75    -0.23     0.37     0.70     0.77
20120602     0.17    -0.92    -1.01    -1.39    -1.34    -0.82     0.31     1.17     1.40     1.15
20120607     1.57     0.10    -0.22    -1.27    -1.90    -1.99    -0.96     0.52     1.50     2.01
20120612     1.51     1.98     1.77     1.21     0.35    -0.85    -1.88    -1.78    -1.05     0.07
20120617    -0.44     0.62     0.86     1.22     1.25     0.87    -0.09    -0.93    -1.25    -1.18
20120622    -0.49     0.34     0.65     0.93     0.97     0.71    -0.02    -0.69    -0.98    -0.98
20120627    -0.45    -0.46    -0.13    -0.14    -0.04     0.17     0.35     0.32     0.16    -0.10
20120702    -0.29    -0.83    -0.63    -0.75    -0.61    -0.17     0.48     0.81     0.77     0.43
20120707     0.09    -0.53    -0.61    -0.76    -0.70    -0.39     0.23     0.67     0.78     0.63
20120712    -0.54    -0.57    -0.39    -0.22     0.01     0.31     0.52     0.42     0.18    -0.16
20120717     0.20    -0.36    -0.28    -0.62    -0.72    -0.56    -0.02     0.49     0.70     0.65
20120722     0.99    -0.17    -0.33    -1.09    -1.48    -1.42    -0.53     0.59     1.24     1.49
20120727     1.48     0.88     0.59    -0.23    -0.93    -1.47    -1.33    -0.46     0.38     1.12
20120801     1.36     1.11     1.02     0.22    -0.54    -1.24    -1.42    -0.79    -0.02     0.77
20120806     1.14     1.42     1.54     0.91     0.14    -0.80    -1.52    -1.32    -0.69     0.16
20120811     0.12     1.14     1.24     1.41     1.18     0.49    -0.67    -1.37    -1.41    -0.98
20120816    -0.32     0.45     0.55     0.87     0.93     0.66    -0.05    -0.68    -0.93    -0.87
20120821    -0.57    -0.84    -0.61    -0.54    -0.28     0.17     0.67     0.76     0.54     0.09
20120826    -0.31    -1.33    -1.32    -1.43    -1.13    -0.35     0.84     1.47     1.42     0.89
20120831     0.39    -0.31    -0.38    -0.73    -0.85    -0.69    -0.08     0.53     0.81     0.82
20120905    -0.18    -1.10    -0.98    -1.21    -1.05    -0.45     0.59     1.22     1.27     0.86
20120910     0.91    -0.30    -0.38    -1.16    -1.54    -1.42    -0.46     0.69     1.33     1.53
20120915     0.59     0.21     0.13    -0.25    -0.54    -0.68    -0.48    -0.03     0.33     0.59
20120920     0.23    -0.41    -0.30    -0.67    -0.80    -0.62    -0.02     0.55     0.79     0.74
20120925     0.45    -0.32    -0.47    -0.83    -0.95    -0.76    -0.09     0.57     0.88     0.91
20120930     1.87     1.01     0.78    -0.35    -1.27    -1.92    -1.64    -0.45     0.65     1.54
20121005     1.30     1.09     1.04     0.30    -0.43    -1.15    -1.38    -0.80    -0.07     0.70
20121010     0.10     0.49     0.60     0.59     0.44     0.13    -0.33    -0.55    -0.53    -0.33
20121015    -0.54     0.34     0.54     0.98     1.12     0.90     0.13    -0.65    -1.02    -1.06
20121020    -1.38    -0.48    -0.08     0.68     1.22     1.48     0.97    -0.05    -0.83    -1.38
20121025    -1.22    -1.15    -0.88    -0.35     0.26     0.94     1.27     0.86     0.22    -0.51
20121030    -1.76    -1.67    -1.26    -0.53     0.32     1.29     1.77     1.21     0.33    -0.72
20121104    -0.84    -2.02    -2.01    -1.88    -1.27    -0.07     1.49     2.07     1.77     0.85
20121109     0.36    -0.61    -0.72    -1.10    -1.15    -0.81     0.08     0.86     1.16     1.08
20121114     0.73     0.21     0.07    -0.38    -0.70    -0.84    -0.54     0.05     0.49     0.78
20121119     0.76     0.27     0.22    -0.29    -0.66    -0.86    -0.62    -0.04     0.43     0.76
20121124     0.09    -0.20    -0.14    -0.30    -0.35    -0.27     0.01     0.26     0.36     0.34
20121129    -0.85    -0.48    -0.40     0.13     0.56     0.88     0.77     0.24    -0.27    -0.69
20121204    -0.69    -0.74    -0.66    -0.38    -0.01     0.44     0.76     0.61     0.27    -0.19
20121209     0.19    -0.56    -0.61    -0.88    -0.89    -0.58     0.14     0.71     0.90     0.80
20121214    -0.70    -0.29    -0.20     0.24     0.57     0.76     0.57     0.06    -0.36    -0.66
20121219    -0.19    -0.44    -0.34    -0.37    -0.27    -0.02     0.30     0.43     0.38     0.18
20121224    -0.09    -0.82    -0.97    -1.00    -0.79    -0.26     0.55     0.99     0.98     0.66
20121229     0.09    -1.02    -1.23    -1.45    -1.28    -0.65     0.52     1.29     1.43     1.10
20130103     0.71    -0.75    -1.07    -1.68    -1.81    -1.35    -0.02     1.20     1.71     1.67
20130108     1.89    -0.09    -0.56    -1.84    -2.54    -2.50    -1.04     0.88     2.07     2.61
20130113     1.21     1.50     1.50     0.89     0.12    -0.84    -1.56    -1.34    -0.69     0.19
20130118     0.78     0.89     1.04     0.57     0.02    -0.61    -1.06    -0.87    -0.41     0.18
20130123     0.81     0.65     0.66     0.18    -0.30    -0.74    -0.89    -0.52    -0.04     0.45
20130128     0.46     0.60     0.87     0.49     0.07    -0.39    -0.73    -0.62    -0.31     0.07
20130202    -0.57    -0.19     0.09     0.32     0.49     0.56     0.33    -0.08    -0.38    -0.57
20130207    -0.05     0.22     0.08     0.25     0.30     0.23    -0.02    -0.26    -0.35    -0.30
20130212    -1.02    -0.87    -0.85    -0.32     0.25     0.82     1.07     0.68     0.11    -0.51
20130217     0.24    -1.37    -1.54    -2.05    -1.95    -1.13     0.54     1.77     2.07     1.67
20130222     0.70    -0.36    -0.71    -1.16    -1.31    -1.06    -0.16     0.75     1.19     1.27
20130227     1.48     1.24     1.09     0.29    -0.51    -1.30    -1.55    -0.91    -0.08     0.79
20130304     0.97     1.46     1.55     1.10     0.42    -0.51    -1.38    -1.40    -0.90    -0.10
20130309     0.74     0.63     0.73     0.23    -0.25    -0.70    -0.85    -0.50    -0.04     0.41
20130314     1.01     1.08     1.00     0.53    -0.03    -0.69    -1.12    -0.87    -0.35     0.30
20130319    -0.42     0.89     1.00     1.51     1.58     1.09    -0.15    -1.20    -1.58    -1.43
20130324    -0.76    -0.36    -0.15     0.21     0.51     0.73     0.60     0.14    -0.28    -0.64
20130329     0.10    -0.76    -0.80    -1.06    -1.01    -0.57     0.32     0.95     1.10     0.89
20130403     0.29    -0.75    -1.07    -1.29    -1.20    -0.70     0.31     1.05     1.26     1.08
20130408     0.04    -1.29    -1.51    -1.79    -1.58    -0.80     0.64     1.59     1.74     1.31
20130413     0.82    -0.10    -0.31    -0.88    -1.18    -1.14    -0.43     0.46     0.99     1.19
20130418     1.00     0.91     0.63     0.22    -0.24    -0.75    -0.97    -0.64    -0.14     0.45
20130423     0.81     0.69     0.66     0.18    -0.28    -0.74    -0.89    -0.52    -0.06     0.43
20130428     0.26     0.47     0.53     0.41     0.20    -0.11    -0.44    -0.50    -0.37    -0.11
20130503    -1.31    -0.56    -0.39     0.43     1.05     1.43     1.08     0.14    -0.65    -1.22
20130508    -1.69    -2.23    -2.15    -1.46    -0.44     0.93     2.13     2.01     1.17    -0.10
20130513     0.71    -0.18    -0.38    -0.89    -1.13    -1.02    -0.32     0.51     0.96     1.11
